color_name,rus_name,hex,r,g,b,hue,sat,val,id
Dark magenta,Темно-пурпурный,#8B008B,139,0,139,300.0,1,0.545098039215686,2056
Deep magenta,Насыщенный пурпурный,#CC00CC,204,0,204,300.0,1,0.8,2057
Philippine violet,филиппинская фиалка,#81007F,129,0,127,300.93023255813955,1,0.505882352941176,2058
Mardi Gras,Вторник на масляной неделе,#880085,136,0,133,301.3235294117647,1,0.533333333333333,2059
Christmas purple,Рождественский пурпурный,#4D084B,77,8,75,301.73913043478257,0.896103896103896,0.301960784313725,2060
Orchid,Орхидея,#DA70D6,218,112,214,302.2641509433962,0.486238532110092,0.854901960784314,2061
Pastel violet,Пастельно-фиолетовый,#CB99C9,203,153,201,302.4,0.246305418719212,0.796078431372549,2062
Old lavender,Старая лаванда,#796878,121,104,120,303.52941176470586,0.140495867768595,0.474509803921569,2063
Fedora,Федора,#796A78,121,106,120,304.0,0.12396694214876,0.474509803921569,2064
Loulou,Лулу,#460B41,70,11,65,305.0847457627119,0.842857142857143,0.274509803921569,2065
Light fuchsia pink,Светло-розовый фуксия,#F984EF,249,132,239,305.12820512820514,0.469879518072289,0.976470588235294,2066
Jacaranda,Джакаранда,#2E0329,46,3,41,306.9767441860465,0.934782608695652,0.180392156862745,2067
Japanese violet,японская фиалка,#5B3256,91,50,86,307.3170731707317,0.450549450549451,0.356862745098039,2068
Plum,слива,#8E4585,142,69,133,307.3972602739726,0.514084507042254,0.556862745098039,2069
Palatinate purple,Пфальцский пурпурный,#682860,104,40,96,307.5,0.615384615384615,0.407843137254902,2070
Razzmic Berry,Раззмик Берри,#8D4E85,141,78,133,307.61904761904765,0.446808510638298,0.552941176470588,2071
Maverick,Маверик,#D8C2D5,216,194,213,308.18181818181813,0.101851851851852,0.847058823529412,2072
Monsoon,Муссон,#8A8389,138,131,137,308.5714285714285,0.0507246376811594,0.541176470588235,2073
Light medium orchid,Светло-средний орхидея,#D39BCB,211,155,203,308.57142857142856,0.265402843601896,0.827450980392157,2074
Venus,Венера,#928590,146,133,144,309.2307692307692,0.0890410958904108,0.572549019607843,2075
Melanzane,Меланзана,#300529,48,5,41,309.7674418604651,0.895833333333333,0.188235294117647,2076
Pale magenta,Бледно-пурпурный,#F984E5,249,132,229,310.2564102564103,0.469879518072289,0.976470588235294,2077
Byzantine,византийский,#BD33A4,189,51,164,310.8695652173913,0.73015873015873,0.741176470588235,2078
Lilac Luster,Сиреневый блеск,#AE98AA,174,152,170,310.90909090909093,0.126436781609195,0.682352941176471,2079
Byzantium,Византия,#702963,112,41,99,310.98591549295776,0.633928571428572,0.43921568627451,2080
Pink lavender,Розовая лаванда,#D8B2D1,216,178,209,311.0526315789474,0.175925925925926,0.847058823529412,2081
Purple taupe,Фиолетовый серо-коричневый,#50404D,80,64,77,311.25,0.2,0.313725490196078,2082
Suva Grey,Сува Грей,#888387,136,131,135,311.99999999999994,0.036764705882353,0.533333333333333,2083
Shady Lady,Тенистая леди,#AAA5A9,170,165,169,312.0,0.0294117647058822,0.666666666666667,2084
Purple pizzazz,Фиолетовый шик,#FE4EDA,254,78,218,312.27272727272725,0.692913385826772,0.996078431372549,2085
Hot magenta,Ярко-пурпурный,#FF1DCE,255,29,206,313.0088495575221,0.886274509803922,1,2086
Quartz,Кварц,#51484F,81,72,79,313.33333333333326,0.111111111111111,0.317647058823529,2087
Orchid (Crayola),Орхидея (Crayola),#E29CD2,226,156,210,313.7142857142857,0.309734513274336,0.886274509803922,2088
Light orchid,Светлая орхидея,#E6A8D7,230,168,215,314.51612903225805,0.269565217391304,0.901960784313726,2089
Dark byzantium,Темная византия,#5D3954,93,57,84,315.0,0.387096774193548,0.364705882352941,2090
Razzle dazzle rose,Razzle ослепительная роза,#FF33CC,255,51,204,315.0,0.8,1,2091
Lola,Лола,#DFCFDB,223,207,219,315.00000000000006,0.0717488789237668,0.874509803921569,2092
Shocking pink,Шокирующий розовый,#FC0FC0,252,15,192,315.1898734177215,0.94047619047619,0.988235294117647,2093
Violet (crayola),Фиолетовый (карандаш),#963D7F,150,61,127,315.5056179775281,0.593333333333333,0.588235294117647,2094
Lavender rose,Лавандовая роза,#FBA0E3,251,160,227,315.8241758241758,0.362549800796813,0.984313725490196,2095
Antique fuchsia,Античная фуксия,#915C83,145,92,131,315.8490566037736,0.36551724137931,0.568627450980392,2096
Pearly purple,Перламутрово-фиолетовый,#B768A2,183,104,162,315.94936708860763,0.431693989071038,0.717647058823529,2097
Strikemaster,Страйкмастер,#956387,149,99,135,316.8,0.335570469798658,0.584313725490196,2098
Prim,Прим,#F0E2EC,240,226,236,317.14285714285705,0.0583333333333333,0.941176470588235,2099
Twilight,Сумерки,#E4CFDE,228,207,222,317.1428571428571,0.0921052631578947,0.894117647058824,2100
Shampoo,Шампунь,#FFCFF1,255,207,241,317.5,0.188235294117647,1,2101
Lily,Лили,#C8AABF,200,170,191,318.0,0.15,0.784313725490196,2102
Light deep pink,Светло-розовый,#FF5CCD,255,92,205,318.40490797546016,0.63921568627451,1,2103
Opera mauve,Опера лиловый,#B784A7,183,132,167,318.8235294117647,0.278688524590164,0.717647058823529,2104
Blackberry,Ежевика,#4D0135,77,1,53,318.9473684210526,0.987012987012987,0.301960784313725,2105
Rose quartz pink,Розовый кварц розовый,#BD559C,189,85,156,319.03846153846155,0.55026455026455,0.741176470588235,2106
Flirt,Флиртовать,#A2006D,162,0,109,319.6296296296296,1,0.635294117647059,2107
Taupe gray,Серо-коричневый,#8B8589,139,133,137,320.0,0.0431654676258991,0.545098039215686,2108
Rose pink,Розовый,#FF66CC,255,102,204,320.0,0.6,1,2109
Fandango,Фанданго,#B53389,181,51,137,320.3076923076923,0.718232044198895,0.709803921568627,2110
Thistle (Crayola),Чертополох (Crayola),#EBB0D7,235,176,215,320.33898305084745,0.251063829787234,0.92156862745098,2111
Sky magenta,Небесно-пурпурный,#CF71AF,207,113,175,320.4255319148936,0.454106280193237,0.811764705882353,2112
Cardinal,Кардинал,#8C055E,140,5,94,320.44444444444446,0.964285714285714,0.549019607843137,2113
Barossa,Баросса,#44012D,68,1,45,320.5970149253731,0.985294117647059,0.266666666666667,2114
Bouquet,Букет,#AE809E,174,128,158,320.8695652173913,0.264367816091954,0.682352941176471,2115
Finn,финн,#692D54,105,45,84,321.0,0.571428571428571,0.411764705882353,2116
Royal fuchsia,Королевская фуксия,#CA2C92,202,44,146,321.2658227848101,0.782178217821782,0.792156862745098,2117
Frostbite,Обморожение,#E936A7,233,54,167,322.122905027933,0.768240343347639,0.913725490196078,2118
Barbie Pink (1975-1990),Барби Пинк (1975-1990),#D3419D,211,65,157,322.1917808219178,0.691943127962085,0.827450980392157,2119
Mulberry (Crayola),Шелковица (Crayola),#C8509B,200,80,155,322.5,0.6,0.784313725490196,2120
Super pink,Супер розовый,#CF6BA9,207,107,169,322.8,0.483091787439614,0.811764705882353,2121
Mountbatten pink,Маунтбаттен розовый,#997A8D,153,122,141,323.22580645161287,0.202614379084967,0.6,2122
Halay? ?be,Halay? ?be,#663854,102,56,84,323.4782608695652,0.450980392156863,0.4,2123
Princess Perfume,Духи принцессы,#FF85CF,255,133,207,323.6065573770492,0.47843137254902,1,2124
Red-violet (Crayola),Красно-фиолетовый (Crayola),#C0448F,192,68,143,323.7096774193548,0.645833333333333,0.752941176470588,2125
Medium red-violet,Средний красно-фиолетовый,#BB3385,187,51,133,323.8235294117647,0.727272727272727,0.733333333333333,2126
Amour,Амур,#F9EAF3,249,234,243,324.0,0.0602409638554217,0.976470588235294,2127
Thunder,Гром,#33292F,51,41,47,324.0,0.196078431372549,0.2,2128
Pink pearl,Розовый жемчуг,#E7ACCF,231,172,207,324.4067796610169,0.255411255411255,0.905882352941176,2129
Cosmic,Космический,#76395D,118,57,93,324.59016393442624,0.516949152542373,0.462745098039216,2130
Middle purple,Средний фиолетовый,#D982B5,217,130,181,324.8275862068965,0.400921658986175,0.850980392156863,2131
Maximum red purple,Максимум красный фиолетовый,#A63A79,166,58,121,325.0,0.650602409638554,0.650980392156863,2132
Sugar Plum,Сахарная слива,#914E75,145,78,117,325.0746268656717,0.462068965517241,0.568627450980392,2133
French plum,французская слива,#811453,129,20,83,325.3211009174312,0.844961240310077,0.505882352941176,2134
Spanish purple,испанский пурпур,#66033C,102,3,60,325.4545454545455,0.970588235294118,0.4,2135
Magenta-pink,Пурпурно-розовый,#CC338B,204,51,139,325.4901960784314,0.75,0.8,2136
Shocking,Шокирующий,#E292C0,226,146,192,325.5,0.353982300884956,0.886274509803922,2137
Tutu,Туту,#FFF1F9,255,241,249,325.7142857142857,0.0549019607843137,1,2138
Persian rose,персидская роза,#FE28A2,254,40,162,325.7943925233645,0.84251968503937,0.996078431372549,2139
Pale Rose,Бледно-розовый,#FFE1F2,255,225,242,326.0,0.117647058823529,1,2140
Lipstick,Помада,#AB0563,171,5,99,326.0240963855421,0.970760233918129,0.670588235294118,2141
Light hot pink,Ярко-розовый,#FFB3DE,255,179,222,326.05263157894734,0.298039215686275,1,2142
Magenta (process),Пурпурный (процесс),#FF0090,255,0,144,326.11764705882354,1,1,2143
Mulberry,Шелковица,#5C0536,92,5,54,326.2068965517241,0.945652173913044,0.36078431372549,2144
Melanie,Мелани,#E4C2D5,228,194,213,326.47058823529414,0.149122807017544,0.894117647058824,2145
Toledo,Толедо,#3A0020,58,0,32,326.8965517241379,1,0.227450980392157,2146
Barbie Pink (Pantone),Барби-Розовый (Pantone),#E0218A,224,33,138,327.0157068062827,0.852678571428571,0.87843137254902,2147
Magenta haze,Пурпурная дымка,#9F4576,159,69,118,327.3333333333333,0.566037735849057,0.623529411764706,2148
Mexican pink,Мексиканский розовый,#E4007C,228,0,124,327.3684210526316,1,0.894117647058824,2149
Boysenberry,Бойзенберри,#873260,135,50,96,327.52941176470586,0.62962962962963,0.529411764705882,2150
Jazzberry jam,Джем из ягоды,#A50B5E,165,11,94,327.6623376623377,0.933333333333333,0.647058823529412,2151
Magenta (dye),Маджента (краситель),#CA1F7B,202,31,123,327.719298245614,0.846534653465347,0.792156862745098,2152
Mulberry,Шелковица,#C54B8C,197,75,140,328.0327868852459,0.619289340101523,0.772549019607843,2153
Pink (Pantone),Розовый (Pantone),#D74894,215,72,148,328.1118881118881,0.665116279069767,0.843137254901961,2154
Royal pink,Королевский розовый,#E73895,231,56,149,328.11428571428576,0.757575757575758,0.905882352941176,2155
Vivid cerise,Яркий вишневый,#DA1D81,218,29,129,328.25396825396825,0.86697247706422,0.854901960784314,2156
Chantilly,Шантильи,#F8C3DF,248,195,223,328.3018867924528,0.213709677419355,0.972549019607843,2157
Red-purple,Красно-фиолетовый,#E40078,228,0,120,328.4210526315789,1,0.894117647058824,2158
Amaranth deep purple,Амарант темно-фиолетовый,#9F2B68,159,43,104,328.4482758620689,0.729559748427673,0.623529411764706,2159
Hopbush,Хопбуш,#D06DA1,208,109,161,328.48484848484844,0.475961538461538,0.815686274509804,2160
Persian pink,персидский розовый,#F77FBE,247,127,190,328.5,0.48582995951417,0.968627450980392,2161
Twilight lavender,Сумеречная лаванда,#8A496B,138,73,107,328.6153846153846,0.471014492753623,0.541176470588235,2162
Royal Heath,Королевская пустошь,#AB3472,171,52,114,328.7394957983193,0.695906432748538,0.670588235294118,2163
Pansy purple,Анютины глазки фиолетовые,#78184A,120,24,74,328.75,0.8,0.470588235294118,2164
Carousel Pink,Карусель розовая,#F9E0ED,249,224,237,328.79999999999995,0.100401606425703,0.976470588235294,2165
Philippine pink,Филиппинский розовый,#FA1A8E,250,26,142,328.92857142857144,0.896,0.980392156862745,2166
Disco,Дискотека,#871550,135,21,80,328.9473684210526,0.844444444444444,0.529411764705882,2167
Cherub,Херувим,#F8D9E9,248,217,233,329.0322580645161,0.125,0.972549019607843,2168
Wild Strawberry,Земляника лесная,#FF43A4,255,67,164,329.0425531914894,0.737254901960784,1,2169
Eggplant,Баклажан,#614051,97,64,81,329.09090909090907,0.34020618556701,0.380392156862745,2170
Cannon Pink,Розовый пушка,#894367,137,67,103,329.1428571428571,0.510948905109489,0.537254901960784,2171
Flickr Pink,Flickr Розовый,#FB0081,251,0,129,329.1633466135458,1,0.984313725490196,2172
Kobi,Коби,#E79FC4,231,159,196,329.1666666666667,0.311688311688312,0.905882352941176,2173
Rose Bud Cherry,Бутон розы Черри,#800B47,128,11,71,329.2307692307692,0.9140625,0.501960784313725,2174
Smitten,Сражённый,#C84186,200,65,134,329.3333333333333,0.675,0.784313725490196,2175
Mystic maroon,Мистический бордовый,#AD4379,173,67,121,329.433962264151,0.61271676300578,0.67843137254902,2176
Barbie Pink,Барби Пинк,#E94196,233,65,150,329.6428571428571,0.721030042918455,0.913725490196078,2177
Deep cerise,Глубокий вишневый,#DA3287,218,50,135,329.6428571428571,0.770642201834862,0.854901960784314,2178
Dark raspberry,Темно-малиновый,#872657,135,38,87,329.69072164948454,0.718518518518518,0.529411764705882,2179
Rose bonbon,Роза-бонбон,#F9429E,249,66,158,329.8360655737705,0.734939759036145,0.976470588235294,2180
Christmas silver,рождественское серебро,#E1DFE0,225,223,224,330.0,0.0088888888888888,0.882352941176471,2181
Pale Slate,Бледный сланец,#C3BFC1,195,191,193,330.0,0.0205128205128204,0.764705882352941,2182
Dark liver,Темный печеночный,#534B4F,83,75,79,330.0,0.0963855421686746,0.325490196078431,2183
Pale magenta-pink,Бледно-малиново-розовый,#FF99CC,255,153,204,330.0,0.4,1,2184
Wild orchid,Дикая орхидея,#D470A2,212,112,162,330.0,0.471698113207547,0.831372549019608,2185
Hot pink,Ярко-розовый,#FF69B4,255,105,180,330.0,0.588235294117647,1,2186
Raspberry pink,Малиново-розовый,#E25098,226,80,152,330.4109589041096,0.646017699115044,0.886274509803922,2187
Winter Sky,Зимнее небо,#FF007C,255,0,124,330.8235294117647,1,1,2188
Barbie Pink (1999-2004),Барби Пинк (1999-2004),#F7238A,247,35,138,330.8490566037736,0.8582995951417,0.968627450980392,2189
Blackberry,Ежевика,#8F5973,143,89,115,331.1111111111111,0.377622377622378,0.56078431372549,2190
Barbie Pink (2005-2009),Барби Пинк (2005-2009),#FC419A,252,65,154,331.4438502673797,0.742063492063492,0.988235294117647,2191
Rouge,Румяна,#A23B6C,162,59,108,331.45631067961165,0.635802469135802,0.635294117647059,2192
Siren,Сирена,#7A013A,122,1,58,331.7355371900826,0.991803278688525,0.47843137254902,2193
Tawny Port,Тони Порт,#692545,105,37,69,331.764705882353,0.647619047619048,0.411764705882353,2194
Lavender pink,Лавандово-розовый,#FBAED2,251,174,210,331.94805194805195,0.306772908366534,0.984313725490196,2195
Royal red,Королевский красный,#D00060,208,0,96,332.3076923076923,1,0.815686274509804,2196
Cupid,Амур,#FBBEDA,251,190,218,332.45901639344265,0.243027888446215,0.984313725490196,2197
Rose garnet,гранатовый розовый,#960145,150,1,69,332.6174496644295,0.993333333333333,0.588235294117647,2198
Illusion,Иллюзия,#F6A4C9,246,164,201,332.9268292682927,0.333333333333333,0.964705882352941,2199
Fuchsia purple,Фуксия пурпурная,#CC397B,204,57,123,333.0612244897959,0.720588235294118,0.8,2200
Chinese pink,китайский розовый,#DE70A1,222,112,161,333.27272727272725,0.495495495495495,0.870588235294118,2201
Pastel magenta,Пастельно-пурпурный,#F49AC2,244,154,194,333.3333333333333,0.368852459016394,0.956862745098039,2202
Barbie Pink (1959-1975),Барби Пинк (1959-1975),#E85395,232,83,149,333.4228187919463,0.642241379310345,0.909803921568627,2203
Electric pink,Электрический розовый,#F62681,246,38,129,333.75,0.845528455284553,0.964705882352941,2204
French fuchsia,французская фуксия,#FD3F92,253,63,146,333.7894736842105,0.75098814229249,0.992156862745098,2205
Barbie Pink (1990-1999),Барби Пинк (1990-1999),#F364A2,243,100,162,333.986013986014,0.588477366255144,0.952941176470588,2206
Viola,Виола,#CB8FA9,203,143,169,334.0,0.295566502463054,0.796078431372549,2207
Cotton candy,Сладкая вата,#FFBCD9,255,188,217,334.02985074626866,0.262745098039216,1,2208
Little girl pink,Маленькая девочка розовая,#F8B9D4,248,185,212,334.2857142857143,0.254032258064516,0.972549019607843,2209
Violet-red,Фиолетово-красный,#891446,137,20,70,334.3589743589744,0.854014598540146,0.537254901960784,2210
Tapestry,Гобелен,#B05E81,176,94,129,334.390243902439,0.465909090909091,0.690196078431373,2211
Magenta (Pantone),Маджента (Pantone),#D0417E,208,65,126,334.4055944055944,0.6875,0.815686274509804,2212
Telemagenta,Телемаджента,#CF3476,207,52,118,334.4516129032258,0.748792270531401,0.811764705882353,2213
Vivid raspberry,Яркий малиновый,#FF006C,255,0,108,334.5882352941177,1,1,2214
Metallic pink,Розовый металлик,#EDA6C4,237,166,196,334.6478873239437,0.29957805907173,0.929411764705882,2215
Remy,Реми,#FEEBF3,254,235,243,334.7368421052632,0.0748031496062992,0.996078431372549,2216
Black Rose,Черная роза,#67032D,103,3,45,334.79999999999995,0.970873786407767,0.403921568627451,2217
Dogwood rose,Роза кизиловая,#D71868,215,24,104,334.869109947644,0.888372093023256,0.843137254901961,2218
Christmas pink,Рождественский розовый,#E34285,227,66,133,335.0310559006211,0.709251101321586,0.890196078431372,2219
Rubine red,Рубиновый красный,#D10056,209,0,86,335.31100478468903,1,0.819607843137255,2220
Cerise pink,Вишнёво-розовый,#EC3B83,236,59,131,335.5932203389831,0.75,0.925490196078431,2221
Deep ruby,Глубокий рубиновый,#843F5B,132,63,91,335.6521739130435,0.522727272727273,0.517647058823529,2222
Mimi pink,Мими розовый,#FFDAE9,255,218,233,335.6756756756757,0.145098039215686,1,2223
Camelot,Камелот,#893456,137,52,86,336.0,0.62043795620438,0.537254901960784,2224
Wine Berry,Винная ягода,#591D35,89,29,53,336.0,0.674157303370786,0.349019607843137,2225
Wisp Pink,Розовый Висп,#FEF4F8,254,244,248,336.0000000000001,0.0393700787401574,0.996078431372549,2226
Barbie Pink (2004-2005),Барби Пинк (2004-2005),#FF3988,255,57,136,336.06060606060606,0.776470588235294,1,2227
Violet-red,Фиолетово-красный,#F75394,247,83,148,336.219512195122,0.663967611336032,0.968627450980392,2228
Vin Rouge,Вин Руж,#983D61,152,61,97,336.2637362637363,0.598684210526316,0.596078431372549,2229
Carnation pink,Гвоздика розовая,#FFA6C9,255,166,201,336.4044943820225,0.349019607843137,1,2230
We Peep,Мы Пип,#F7DBE6,247,219,230,336.4285714285714,0.11336032388664,0.968627450980392,2231
Queen pink,Королева розовая,#E8CCD7,232,204,215,336.42857142857144,0.120689655172414,0.909803921568627,2232
Medium ruby,Средний рубиновый,#AA4069,170,64,105,336.79245283018867,0.623529411764706,0.666666666666667,2233
Azalea,Азалия,#F7C8DA,247,200,218,337.02127659574467,0.190283400809717,0.968627450980392,2234
Raspberry,Малина,#E30B5D,227,11,93,337.22222222222223,0.951541850220264,0.890196078431372,2235
Falcon,Сокол,#7F626D,127,98,109,337.2413793103448,0.228346456692913,0.498039215686275,2236
Fuchsia rose,Фуксия розовая,#C74375,199,67,117,337.27272727272725,0.663316582914573,0.780392156862745,2237
Castro,Кастро,#52001F,82,0,31,337.3170731707317,1,0.32156862745098,2238
Ruby,Рубин,#E0115F,224,17,95,337.39130434782606,0.924107142857143,0.87843137254902,2239
Cyclamen,Цикламен,#F56FA1,245,111,161,337.6119402985075,0.546938775510204,0.96078431372549,2240
French rose,французская роза,#F64A8A,246,74,138,337.6744186046512,0.699186991869919,0.964705882352941,2241
Brown Chocolate,Коричневый шоколад,#5F1933,95,25,51,337.7142857142857,0.736842105263158,0.372549019607843,2242
Quinacridone magenta,Хинакридон пурпурный,#8E3A59,142,58,89,337.85714285714283,0.591549295774648,0.556862745098039,2243
Razzmatazz,Раззматазз,#E3256B,227,37,107,337.89473684210526,0.837004405286344,0.890196078431372,2244
English lavender,Английская лаванда,#B48395,180,131,149,337.95918367346934,0.272222222222222,0.705882352941177,2245
Amaranth pink,Амарант розовый,#F19CBB,241,156,187,338.11764705882354,0.352697095435685,0.945098039215686,2246
Fandango pink,Фанданго розовый,#DE5285,222,82,133,338.1428571428572,0.630630630630631,0.870588235294118,2247
Pictorial carmine,Карминовый рисунок,#C30B4E,195,11,78,338.1521739130435,0.943589743589744,0.764705882352941,2248
Mystic,Мистик,#D65282,214,82,130,338.1818181818182,0.616822429906542,0.83921568627451,2249
Debian red,Дебиан красный,#D70A53,215,10,83,338.6341463414634,0.953488372093023,0.843137254901961,2250
Pink raspberry,Розовая малина,#980036,152,0,54,338.6842105263158,1,0.596078431372549,2251
Ruber,Рубер,#CE4676,206,70,118,338.8235294117647,0.660194174757281,0.807843137254902,2252
UA red,UA красный,#D9004C,217,0,76,338.98617511520735,1,0.850980392156863,2253
French pink,французский розовый,#FD6C9E,253,108,158,339.31034482758616,0.573122529644269,0.992156862745098,2254
Nadeshiko pink,Надешико розовый,#F6ADC6,246,173,198,339.45205479452056,0.296747967479675,0.964705882352941,2255
Dark chocolate (Hershey's),Темный шоколад (Hershey's),#3C1321,60,19,33,339.5121951219512,0.683333333333333,0.235294117647059,2256
Rose red,Розово-красный,#C21E56,194,30,86,339.5121951219512,0.845360824742268,0.76078431372549,2257
Bordeaux,Бордо,#5C0120,92,1,32,339.56043956043953,0.989130434782609,0.36078431372549,2258
Spanish carmine,испанский кармин,#D10047,209,0,71,339.6172248803828,1,0.819607843137255,2259
Lavender blush,Румяна лавандового цвета,#FFF0F5,255,240,245,339.99999999999994,0.0588235294117647,1,2260
Charm,Очарование,#D47494,212,116,148,340.0,0.452830188679245,0.831372549019608,2261
China rose,Китайская роза,#A8516E,168,81,110,340.0,0.517857142857143,0.658823529411765,2262
Cameo pink,Камея розовая,#EFBBCC,239,187,204,340.38461538461536,0.217573221757322,0.937254901960784,2263
Carissma,Кариссма,#EA88A8,234,136,168,340.4081632653061,0.418803418803419,0.917647058823529,2264
Chocolate Kisses,Шоколадные поцелуи,#3C1421,60,20,33,340.5,0.666666666666667,0.235294117647059,2265
Sasquatch Socks,Носки снежного человека,#FF4681,255,70,129,340.86486486486484,0.725490196078431,1,2266
Matterhorn,Маттерхорн,#4E3B41,78,59,65,341.0526315789474,0.243589743589744,0.305882352941176,2267
Harmonious rose,Гармоничная роза,#F29CB7,242,156,183,341.16279069767444,0.355371900826446,0.949019607843137,2268
Pink Diamond (Independent Retailers Colors),Розовый бриллиант (цвета независимых продавцов),#F0D3DC,240,211,220,341.3793103448276,0.120833333333333,0.941176470588235,2269
Folly,Глупость,#FF004F,255,0,79,341.4117647058823,1,1,2270
Deep Blush,Глубокий румянец,#E47698,228,118,152,341.45454545454544,0.482456140350877,0.894117647058824,2271
Blush,Краснеть,#B44668,180,70,104,341.45454545454544,0.611111111111111,0.705882352941177,2272
Deep Tuscan red,Насыщенный тосканский красный,#66424D,102,66,77,341.6666666666667,0.352941176470588,0.4,2273
Tickle Me Pink,Пощекочи меня розовым,#FC89AC,252,137,172,341.7391304347826,0.456349206349206,0.988235294117647,2274
Night Shadz,Ночной Шадз,#AA375A,170,55,90,341.7391304347826,0.676470588235294,0.666666666666667,2275
Amaranth purple,Амарантовый фиолетовый,#AB274F,171,39,79,341.8181818181818,0.771929824561403,0.670588235294118,2276
Orchid pink,Орхидея розовая,#F2BDCD,242,189,205,341.8867924528302,0.21900826446281,0.949019607843137,2277
Scorpion,Скорпион,#695F62,105,95,98,342.0,0.0952380952380951,0.411764705882353,2278
Cadillac,Кадиллак,#B04C6A,176,76,106,342.0,0.568181818181818,0.690196078431373,2279
Dark pink,Тёмно-розовый,#E75480,231,84,128,342.0408163265306,0.636363636363636,0.905882352941176,2280
Utah Crimson,Юта Кримсон,#D3003F,211,0,63,342.085308056872,1,0.827450980392157,2281
Light chocolate cosmos,Светлый шоколадный космос,#551F2F,85,31,47,342.22222222222223,0.635294117647059,0.333333333333333,2282
Blush,Краснеть,#DE5D83,222,93,131,342.3255813953489,0.581081081081081,0.870588235294118,2283
Don Juan,Дон Жуан,#5D4C51,93,76,81,342.3529411764706,0.182795698924731,0.364705882352941,2284
Empress,Императрица,#817377,129,115,119,342.85714285714283,0.108527131782946,0.505882352941176,2285
Light crimson,Светло-малиновый,#F56991,245,105,145,342.85714285714283,0.571428571428572,0.96078431372549,2286
Cabaret,Кабаре,#D94972,217,73,114,342.9166666666667,0.663594470046083,0.850980392156863,2287
Piggy pink,Поросенок розовый,#FDDDE6,253,221,230,343.125,0.126482213438735,0.992156862745098,2288
Can Can,Можно Можно,#D591A4,213,145,164,343.235294117647,0.31924882629108,0.835294117647059,2289
Claret,бордовый,#7F1734,127,23,52,343.2692307692308,0.818897637795276,0.498039215686275,2290
Watermelon,Арбуз,#F05C85,240,92,133,343.3783783783784,0.616666666666667,0.941176470588235,2291
Cinnamon Satin,Коричный атлас,#CD607E,205,96,126,343.4862385321101,0.531707317073171,0.803921568627451,2292
Flamingo pink,Фламинго розовый,#FC8EAC,252,142,172,343.6363636363636,0.436507936507937,0.988235294117647,2293
Emperor,император,#514649,81,70,73,343.6363636363637,0.135802469135802,0.317647058823529,2294
French wine,французское вино,#AC1E44,172,30,68,343.943661971831,0.825581395348837,0.674509803921569,2295
Rose Dust,Розовая пыль,#9E5E6F,158,94,111,344.0625,0.405063291139241,0.619607843137255,2296
Dark scarlet,Темно-алый,#560319,86,3,25,344.09638554216866,0.965116279069767,0.337254901960784,2297
Crimson glory,Багровая слава,#BE0032,190,0,50,344.2105263157895,1,0.745098039215686,2298
Vanilla ice,Ванильный лед,#F38FA9,243,143,169,344.4,0.411522633744856,0.952941176470588,2299
Paprika,Паприка,#8D0226,141,2,38,344.46043165467626,0.98581560283688,0.552941176470588,2300
Hippie Pink,Розовый хиппи,#AE4560,174,69,96,344.5714285714286,0.603448275862069,0.682352941176471,2301
Red (NCS),Красный (NCS),#C40233,196,2,51,344.8453608247422,0.989795918367347,0.768627450980392,2302
Pink Diamond (Ace Hardware Color),Розовый бриллиант (цвет фурнитуры Ace),#F6D6DE,246,214,222,345.0,0.130081300813008,0.964705882352941,2303
Puce,Пьюс,#CC8899,204,136,153,345.0,0.333333333333333,0.8,2304
Charm,Очарование,#D0748B,208,116,139,345.0,0.442307692307692,0.815686274509804,2305
Vivid crimson,Яркий малиновый,#CC0033,204,0,51,345.0,1,0.8,2306
Soft Peach,Мягкий персик,#F5EDEF,245,237,239,345.00000000000006,0.0326530612244897,0.96078431372549,2307
Tundora,Тундора,#4A4244,74,66,68,345.00000000000006,0.108108108108108,0.290196078431373,2308
Red (Munsell),Красный (Манселл),#F2003C,242,0,60,345.1239669421488,1,0.949019607843137,2309
Electric crimson,Электрический малиновый,#FF003F,255,0,63,345.1764705882353,1,1,2310
Spanish crimson,испанский малиновый,#E51A4C,229,26,76,345.2216748768473,0.88646288209607,0.898039215686275,2311
Big dip o’ruby,Большой провал о'руби,#9C2542,156,37,66,345.37815126050424,0.762820512820513,0.611764705882353,2312
Pink Flare,Розовый Флэр,#E1C0C8,225,192,200,345.45454545454544,0.146666666666667,0.882352941176471,2313
Alabama crimson,Алабама-кримсон,#AF002A,175,0,42,345.6,1,0.686274509803922,2314
Chocolate brown,Шоколадно-коричневый,#3F000F,63,0,15,345.7142857142857,1,0.247058823529412,2315
Shiraz,Шираз,#B20931,178,9,49,345.79881656804736,0.949438202247191,0.698039215686274,2316
American rose,американская роза,#FF033E,255,3,62,345.95238095238096,0.988235294117647,1,2317
Pomegranate,гранатовый,#660C21,102,12,33,346.0,0.882352941176471,0.4,2318
Vanilla Ice,Ванильный лед,#F3D9DF,243,217,223,346.15384615384613,0.106995884773662,0.952941176470588,2319
Careys Pink,Кэрис Пинк,#D29EAA,210,158,170,346.1538461538462,0.247619047619047,0.823529411764706,2320
Pink Sherbet,Розовый щербет,#F78FA7,247,143,167,346.1538461538462,0.421052631578947,0.968627450980392,2321
